acteurs,date,desciption,durée,genre,nbr_eposodes,nbr_saison,nbr_votants,score,titre_original
"Jeremy Brett,Edward Hardwicke,Rosalie Williams",1986–1988,"Sherlock Holmes and Dr Watson solve the mysteries of the devil's foot, Silver Blaze, Wisteria Lodge and the Bruce-Partington Plans.",60,"Crime,Drama,Mystery",11,2 seasons,13K,8.7,The Return of Sherlock Holmes
"Jonathan Groff,Holt McCallany,Anna Torv",2017–2019,"Set in the late 1970s, two FBI agents are tasked with interviewing serial killers to solve open cases.",60,"Crime,Drama,Mystery",19,2 seasons,303K,8.6,Mindhunter
"Vishesh Bansal,Mona Singh,Akarsh Khurana",2018,Set in the summer of 1998 it is a story about conflicting emotions towards family members from the eyes of a twelve year old.,30,"Comedy,Drama,Family",7,,24K,9.0,Yeh Meri Family
"H. Jon Benjamin,Judy Greer,Amber Nash",2009– ,Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.,22,"Animation,Action,Comedy",135,13 seasons,158K,8.6,Archer
"Natsuki Hanae,Zach Aguilar,Yoshitsugu Matsuoka",2019– ,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister.",24,"Animation,Action,Adventure",47,3 seasons,115K,8.7,Demon Slayer: Kimetsu no Yaiba
"John DiMaggio,Jeremy Shada,Tom Kenny",2010–2018,"A twelve-year-old boy and his best friend, a wise twenty-eight-year-old dog with magical powers, go on a series of surreal adventures in a remote future.",11,"Animation,Action,Adventure",289,10 seasons,100K,8.6,Adventure Time
"Robert Duvall,Tommy Lee Jones,Danny Glover",1989,Two former Texas Rangers renew their spirit of adventure as they and several other residents of a small Texas town join a cattle drive to the Montana Territory.,384,"Adventure,Drama,Western",4,,24K,8.7,Lonesome Dove
"Arun Govil,Deepika Chikhalia,Sunil Lahri",1987–1988,"An adaptation of the ancient epic, in which the exiled Prince Rama and his brother Laxman set out to save Rama's wife, Sita, who has been kidnapped by the demon king of Lanka Ravana.",30,"Adventure,Drama,Family",78,2 years,21K,9.0,Ramayan
"Olly Alexander,Nathaniel Curtis,Shaun Dooley",2021,"A chronicle of four friends during a decade in which everything changed, including the rise of AIDS.",239,"Comedy,Drama,History",5,,34K,8.7,It's a Sin
"Hidenobu Kiuchi,Liam O'Brien,Mamiko Noto",2004–2005,A brilliant neurosurgeon finds his life in utter turmoil after getting involved with a psychopathic former patient.,24,"Animation,Crime,Drama",75,3 years,35K,8.7,Monster
"Charlie Cox,Vincent D'Onofrio,Deborah Ann Woll",2015–2018,"A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.",54,"Action,Crime,Drama",39,3 seasons,451K,8.6,Daredevil
"Sofia Helin,Rafael Pettersson,Sarah Boberg",2011–2018,"When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer.",60,"Crime,Mystery,Thriller",38,4 seasons,72K,8.6,The Bridge
"Rowan Atkinson,Tony Robinson,Tim McInnerny",1986,"In the Tudor court of Elizabeth I, Lord Edmund Blackadder strives to win Her Majesty's favour while attempting to avoid a grisly fate should he offend her.",176,Comedy,6,,48K,8.6,Blackadder II
"Matthew Mercer,Liam O'Brien,Marisha Ray",2015– ,"A live weekly show in which a band of professional voice actors improvise, role-play, and roll their way through an epic Dungeons and Dragons campaign.",180,"Adventure,Fantasy",373,3 seasons,11K,9.3,Critical Role
"Jun Fukuyama,Takahiro Sakurai,Johnny Yong Bosch",2006–2008,"After being given a mysterious power to control others, an outcast prince becomes the masked leader of the rebellion against an all-powerful empire.",24,"Animation,Action,Drama",54,2 seasons,72K,8.7,Code Geass
"Aaron LaPlante,Laëtitia Eïdo,Fred Tatasciore",2019– ,A caveman and a dinosaur bond over shared tragedy and work together to survive in a perilous prehistoric world.,22,"Animation,Action,Adventure",20,2 seasons,17K,8.7,Primal
"Masakazu Morita,Johnny Yong Bosch,Takayuki Sugô",2022– ,"The peace is suddenly broken when warning sirens blare through the Soul Society. Residents are disappearing without a trace and nobody knows who's behind it. Meanwhile, a darkness is approaching Ichigo and his friends in Karakura Town.",24,"Animation,Action,Adventure",13,,18K,9.0,Bleach: Thousand-Year Blood War
"Andrew Jarecki,Robert Durst,Gary Napoli",2015,"Filmmaker Andrew Jarecki examines the complicated life of reclusive real estate icon Robert Durst, the key suspect in a series of unsolved crimes.",279,"Documentary,Biography,Crime",6,,48K,8.6,The Jinx: The Life and Deaths of Robert Durst
"Alexandre Crepet,Junko Takeuchi,Maile Flanagan",2007–2017,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village.",24,"Animation,Action,Adventure",502,9 years,135K,8.7,Naruto: Shippuden
"Donald Glover,Brian Tyree Henry,LaKeith Stanfield",2016–2022,"Earn and his cousin Alfred, based in Atlanta, try to make their way in the world through the rap scene. Along the way they come face-to-face with social and economic issues touching on race, relationships, poverty, status, and parenthood.",30,"Comedy,Drama,Music",41,4 seasons,79K,8.6,Atlanta
"Michael C. Hall,Jennifer Carpenter,David Zayas",2006–2013,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them.",53,"Crime,Drama,Mystery",96,8 seasons,736K,8.7,Dexter
"David Duchovny,Gillian Anderson,Mitch Pileggi",1993–2018,"Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts.",45,"Crime,Drama,Mystery",217,11 seasons,233K,8.6,The X-Files
"Milo Ventimiglia,Mandy Moore,Sterling K. Brown",2016–2022,"A heartwarming and emotional story about a unique set of triplets, their struggles, and their wonderful parents.",45,"Comedy,Drama,Romance",106,6 seasons,149K,8.7,This Is Us
"Amy Poehler,Jim O'Heir,Nick Offerman",2009–2015,The absurd antics of an Indiana town's public officials as they pursue sundry projects to make their city a better place.,22,Comedy,124,7 seasons,268K,8.6,Parks and Recreation
"Timothy Olyphant,Ian McShane,Molly Parker",2004–2006,"A show set in the late 1800s, revolving around the characters of Deadwood, South Dakota; a town of deep corruption and crime.",55,"Crime,Drama,History",36,3 seasons,111K,8.6,Deadwood
"Dermot Morgan,Ardal O'Hanlon,Frank Kelly",1995–1998,"Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be.",25,Comedy,25,3 seasons,42K,8.7,Father Ted
"Erdal Besikçioglu,Inanç Konukçu,Ege Aydan",2010–2019,"Centered around a personally troubled, officially discredited police chief and his inharmonious police team in Ankara Police Force. Even though the show usually focuses on murders and other crimes that happens on a weekly basis, the undertone of the story leads to an eventual duel between Behzat Ç. and the rotten department officials and bureaucrats.",90,"Crime,Drama,Mystery",105,4 seasons,31K,8.9,Behzat Ç.: Bir Ankara Polisiyesi
"Harish Bhimani,Nitish Bharadwaj,Mukesh Khanna",1988–1990,"When a dynastic struggle between the collateral branches of the Kuru clan, the Kauravas and Pandavas lead them to the threshold of war, Lord Krishna decides to step in and take control of the situation.",45,"Adventure,Drama,History",94,3 years,20K,9.0,Mahabharat
"Claire Foy,Olivia Colman,Imelda Staunton",2016–2023,Follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the 20th century.,58,"Biography,Drama,History",60,6 seasons,229K,8.6,The Crown
"Martin Compston,Vicky McClure,Adrian Dunbar",2012–2021,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit.",60,"Crime,Drama,Mystery",37,7 seasons,63K,8.7,Line of Duty
"Chris Addison,James Smith,Peter Capaldi",2005–2012,The Minister for Social Affairs is continually harassed by Number 10's policy enforcer and dependent on his not-so-reliable team of civil servants.,29,Comedy,24,4 seasons,24K,8.7,The Thick of It
"Sam Elliott,Tim McGraw,Faith Hill",2021–2022,Follows the Dutton family as they embark on a journey west.,60,"Drama,Western",10,2 years,91K,8.7,1883
"George Newbern,Kevin Conroy,Phil LaMarr",2004–2006,A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.,23,"Animation,Action,Adventure",39,3 seasons,18K,8.7,Justice League Unlimited
"Jeremy Clarkson,Richard Hammond,James May",2002– ,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all.",60,"Adventure,Comedy,Sport",327,33 seasons,122K,8.7,Top Gear
"Kevin Spacey,Michel Gill,Robin Wright",2013–2018,A Congressman works with his equally conniving wife to exact revenge on the people who betrayed him.,51,Drama,73,6 seasons,513K,8.7,House of Cards
"Jeremy Clarkson,James May,Richard Hammond",2016– ,"Jeremy, Richard and James embark on an adventure across the globe, driving new and exciting automobiles from manufacturers all over the world.",60,"Comedy,Sport,Talk-Show",44,5 seasons,78K,8.7,The Grand Tour
"Kyle Chandler,Connie Britton,Zach Gilford",2006–2011,"A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor.",44,"Drama,Sport",76,5 seasons,69K,8.7,Friday Night Lights
"Marc Diraison,Nobutoshi Canna,Carrie Keranen",1997–1998,"Guts is a skilled swordsman who joins forces with a mercenary group named 'The Band of the Hawk', lead by the charismatic Griffith, and fights with them as they battle their way into the royal court.",23,"Animation,Action,Adventure",25,3 years,43K,8.7,Berserk
"Rachel Brosnahan,Alex Borstein,Michael Zegen",2017–2023,"After her husband leaves her, young mother of two Miriam ""Midge"" Maisel discovers that she has a talent for stand-up comedy. Could this be her calling?",57,"Comedy,Drama",43,5 seasons,120K,8.7,The Marvelous Mrs. Maisel
"Jeremy Brett,David Burke,Rosalie Williams",1984–1985,"Sherlock Holmes and Dr Watson solve the mysteries of copper beeches, a Greek interpreter, the Norwood builder, a resident patient, the red-headed league, and one final problem.",60,"Crime,Drama,Mystery",13,2 seasons,23K,8.7,The Adventures of Sherlock Holmes
"Patrick Stewart,Brent Spiner,Jonathan Frakes",1987–1994,"Set almost 100 years after Captain Kirk's 5-year mission, a new generation of Starfleet officers sets off in the U.S.S. Enterprise-D on its own mission to go where no one has gone before.",44,"Action,Adventure,Sci-Fi",176,7 seasons,126K,8.7,Star Trek: The Next Generation
"Satish Shah,Ratna Pathak Shah,Sumeet Raghavan",2004–2017,"The show revolves around the lives of the members of an Uber Wealthy - High Society Gujarati family of Cuffe Parade - South Mumbai, whose daughter-in-law is from a middle class Delhi background.",30,Comedy,79,2 seasons,17K,9.0,Sarabhai V/S Sarabhai
"David Mitchell,Robert Webb,Matt King",2003–2015,Mark and Jez are a couple of twenty-something roommates who have nothing in common - except for the fact that their lives are anything but normal. Mayhem ensues as the pair strive to cope with day-to-day life.,25,Comedy,54,9 seasons,63K,8.7,Peep Show
"Jon Hamm,Elisabeth Moss,Vincent Kartheiser",2007–2015,"A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm's most mysterious but extremely talented ad executives, Donald Draper.",47,Drama,92,7 seasons,246K,8.7,Mad Men
"Millie Bobby Brown,Finn Wolfhard,Winona Ryder",2016–2024,"When a young boy disappears, his mother, a police chief and his friends must confront terrifying supernatural forces in order to get him back.",51,"Drama,Fantasy,Horror",42,5 seasons,1.2M,8.7,Stranger Things
"Steven Yeun,J.K. Simmons,Sandra Oh",2021– ,An adult animated series based on the Skybound/Image comic about a teenager whose father is the most powerful superhero on the planet.,50,"Animation,Action,Adventure",13,3 seasons,150K,8.7,Invincible
"Adam Scott,Zach Cherry,Britt Lower",2022– ,"Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journey to discover the truth about their jobs.",55,"Drama,Mystery,Sci-Fi",19,2 seasons,148K,8.7,Severance
"Yûto Uemura,Alejandro Saab,Mike Haimoto",2019– ,Thorfinn pursues a journey with his father's killer in order to take revenge and end his life in a duel as an honorable warrior and pay his father a homage.,24,"Animation,Action,Adventure",45,2 seasons,48K,8.8,Vinland Saga
"Hugh Bonneville,Phyllis Logan,Elizabeth McGovern",2010–2015,A chronicle of the lives of the British aristocratic Crawley family and their servants in the early twentieth century.,58,"Drama,Romance",52,6 seasons,212K,8.7,Downton Abbey
"Jitendra Kumar,Raghuvir Yadav,Chandan Roy",2020– ,"A comedy-drama, which captures the journey of an engineering graduate Abhishek, who for lack of a better job option joins as secretary of a Panchayat office in a remote village of Uttar Pradesh.",35,"Comedy,Drama",16,2 seasons,74K,8.9,Panchayat
"Hugh Laurie,Omar Epps,Robert Sean Leonard",2004–2012,An antisocial maverick doctor who specializes in diagnostic medicine does whatever it takes to solve puzzling cases that come his way using his crack team of doctors and his wits.,44,"Drama,Mystery",176,8 seasons,476K,8.7,House
"Edward James Olmos,Mary McDonnell,Jamie Bamber",2004–2009,"When an old enemy, the Cylons, resurface and obliterate the 12 colonies, the crew of the aged Galactica protect a small civilian fleet - the last of humanity - as they journey toward the fabled 13th colony, Earth.",44,"Action,Adventure,Drama",74,4 seasons,169K,8.7,Battlestar Galactica
"Pedro Pascal,Chris Bartlett,Katee Sackhoff",2019– ,"The travels of a lone bounty hunter in the outer reaches of the galaxy, far from the authority of the New Republic.",40,"Action,Adventure,Fantasy",24,3 seasons,531K,8.7,The Mandalorian
"Michael Chiklis,Walton Goggins,Michael Jace",2002–2008,Drama series following the lives and cases of dirty cop Vic Mackey and the corrupt LAPD unit under his command.,47,"Crime,Drama,Thriller",89,7 seasons,83K,8.7,The Shield
"Makoto Furukawa,Kaito Ishikawa,Max Mittelman",2015–2019,"The story of Saitama, a hero that does it just for fun & can defeat his enemies with a single punch.",24,"Animation,Action,Comedy",25,2 seasons,168K,8.7,One Punch Man
"Dan Castellaneta,Nancy Cartwright,Harry Shearer",1989– ,The satiric adventures of a working-class family in the misfit city of Springfield.,22,"Animation,Comedy",751,36 seasons,416K,8.7,The Simpsons
"Phoebe Waller-Bridge,Sian Clifford,Olivia Colman",2016–2019,A comedy series adapted from the award-winning play about a young woman trying to cope with life in London whilst coming to terms with a recent tragedy.,27,"Comedy,Drama",12,2 seasons,171K,8.7,Fleabag
"Jason Bateman,Michael Cera,Portia de Rossi",2003–2019,"Level-headed son Michael Bluth takes over family affairs after his father is imprisoned. But the rest of his spoiled, dysfunctional family are making his job unbearable.",22,Comedy,84,5 seasons,311K,8.7,Arrested Development
"Karl Urban,Jack Quaid,Antony Starr",2019– ,A group of vigilantes set out to take down corrupt superheroes who abuse their superpowers.,60,"Action,Comedy,Crime",27,4 seasons,544K,8.7,The Boys
"Mamoru Miyano,Asami Imai,Kana Hanazawa",2011–2015,"After discovering time travel, a university student and his colleagues must use their knowledge of it to stop an evil organization and their diabolical plans.",24,"Animation,Comedy,Drama",26,3 years,66K,8.8,Steins;Gate
"Louis Hofmann,Karoline Eichhorn,Lisa Vicari",2017–2020,"A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families.",60,"Crime,Drama,Mystery",26,3 seasons,405K,8.7,Dark
"Ernie Hudson,J.K. Simmons,Lee Tergesen",1997–2003,A series chronicling the daily activities of an unusual prison facility and its criminal inhabitants.,55,"Crime,Drama,Thriller",56,6 seasons,102K,8.7,Oz
